"","age","educ","black","married","nodegree","re74","re75","re78","hisp","sample","treat","educ_cat4"
"26",55,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"27",55,10,0,1,1,25862.322265625,22060.35546875,1536.83569335938,0,2,0,1
"28",49,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"29",49,12,0,1,0,23999.05859375,23564.2265625,25564.669921875,0,2,0,2
"30",41,12,0,1,0,17139.666015625,18447.484375,21143.3125,0,2,0,2
"31",52,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"32",52,12,0,1,0,21389.31640625,18300.677734375,15736.310546875,0,2,0,2
"33",44,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"34",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"35",44,12,0,1,0,5999.27490234375,6146.17724609375,3877.55444335938,0,2,0,2
"36",51,12,0,1,0,25427.365234375,13549.1611328125,14803.865234375,0,2,0,2
"37",51,9,0,1,1,0,0,7385.67724609375,0,2,0,1
"38",51,8,0,1,1,0,0,0,0,2,0,1
"39",48,6,0,1,1,21553.89453125,19980,2813.59130859375,1,2,0,1
"40",47,12,0,1,0,0,5976.0966796875,4523.32080078125,0,2,0,2
"41",47,12,0,1,0,19716.1015625,25243.548828125,0,0,2,0,2
"42",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"43",43,12,0,1,0,23967.7109375,19331.90234375,25564.669921875,0,2,0,2
"44",53,16,0,1,0,22143.6328125,21457.015625,21929.462890625,0,2,0,4
"45",50,11,0,1,1,24823.91015625,20504.564453125,0,0,2,0,1
"46",53,12,0,1,0,25862.322265625,0,16463.3515625,0,2,0,2
"47",53,10,0,1,1,0,0,0,0,2,0,1
"48",50,12,0,1,0,14379.05859375,11663.951171875,8134.884765625,0,2,0,2
"49",46,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"50",46,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"51",42,12,0,1,0,0,3931.54833984375,14518.6640625,0,2,0,2
"52",46,12,0,1,0,20354.822265625,24445.064453125,25564.669921875,0,2,0,2
"53",55,18,0,1,0,25862.322265625,25243.548828125,25304.58984375,0,2,0,4
"54",55,18,0,1,0,25862.322265625,23632.2578125,25564.669921875,0,2,0,4
"55",46,8,0,1,1,22778.435546875,25243.548828125,25564.669921875,0,2,0,1
"56",55,14,0,1,0,0,0,0,0,2,0,3
"57",55,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"58",55,14,0,1,0,13714.8671875,23274.193359375,19321.275390625,0,2,0,3
"59",55,14,0,1,0,8393.4990234375,19036.5,10639.630859375,0,2,0,3
"60",49,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"61",55,13,0,1,0,13738.37890625,13024.5966796875,5989.2255859375,0,2,0,3
"62",55,12,0,1,0,23334.8671875,23612.564453125,24834.671875,0,2,0,2
"63",55,12,0,1,0,25627.208984375,17298.09765625,25564.669921875,0,2,0,2
"64",55,12,0,1,0,23262.375,23401.306640625,0,0,2,0,2
"65",49,15,0,1,0,25862.322265625,25243.548828125,9238.74609375,0,2,0,3
"66",52,16,0,1,0,8961.6865234375,22427.37109375,24310.080078125,0,2,0,4
"67",49,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"68",52,15,0,1,0,0,0,0,0,2,0,3
"69",49,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"70",49,12,0,1,0,0,0,0,0,2,0,2
"71",52,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"72",52,13,0,1,0,25470.46875,25241.7578125,23429.35546875,0,2,0,3
"73",52,12,0,1,0,16432.37109375,19664.90234375,21861.486328125,0,2,0,2
"74",45,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"75",49,3,0,1,1,5327.24658203125,8240.8544921875,13042.4150390625,1,2,0,1
"76",40,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"77",48,18,0,1,0,9651.3486328125,784.161315917969,17348.509765625,0,2,0,4
"78",48,18,0,1,0,25862.322265625,25241.7578125,25564.669921875,0,2,0,4
"79",54,18,0,1,0,19412.416015625,18189.677734375,16716.04296875,0,2,0,4
"80",48,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"81",54,16,0,1,0,11069.857421875,10741.935546875,0,0,2,0,4
"82",48,13,0,1,0,0,0,0,0,2,0,3
"83",51,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"84",51,18,0,1,0,8889.193359375,24437.90234375,11489.32421875,0,2,0,4
"85",48,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"86",48,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"87",51,16,0,1,0,0,0,0,0,2,0,4
"88",54,12,0,1,0,19919.865234375,19374.87109375,20312.830078125,0,2,0,2
"89",54,12,0,1,0,25862.322265625,25243.548828125,23244.638671875,0,2,0,2
"90",54,12,0,1,0,12678.4150390625,12478.548828125,15923.9814453125,0,2,0,2
"91",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"92",51,15,0,1,0,12788.134765625,12992.37109375,7415.23193359375,0,2,0,3
"93",51,14,0,1,0,22345.4375,25243.548828125,24245.060546875,0,2,0,3
"94",44,12,0,1,0,25862.322265625,25055.564453125,25564.669921875,0,2,0,2
"95",51,12,0,1,0,21236.4921875,17949.7734375,22204.3203125,0,2,0,2
"96",51,12,0,1,0,25862.322265625,25243.548828125,215.748077392578,0,2,0,2
"97",51,8,0,1,1,20221.591796875,14548.1611328125,6921.67138671875,0,2,0,1
"98",51,8,0,1,1,9847.275390625,10756.2578125,10635.1982421875,0,2,0,1
"99",51,3,0,1,1,13246.6025390625,11964.7255859375,12605.0078125,1,2,0,1
"100",43,16,0,1,0,17182.76953125,22568.806640625,19968.51953125,0,2,0,4
"101",43,15,0,1,0,2121.88598632812,3260.17749023438,0,0,2,0,3
"102",47,14,0,1,0,19714.142578125,18368.708984375,4317.9169921875,0,2,0,3
"103",38,12,0,1,0,17312.08203125,15957.1455078125,0,0,2,0,2
"104",47,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"105",47,12,0,1,0,19177.302734375,18280.984375,15740.7431640625,0,2,0,2
"106",47,12,0,1,0,8052.58642578125,7533.67724609375,0,0,2,0,2
"107",47,12,0,1,0,25862.322265625,25243.548828125,9500.3037109375,0,2,0,2
"108",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"109",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"110",47,12,0,1,0,0,0,0,0,2,0,2
"111",47,12,0,1,0,25862.322265625,23293.88671875,0,0,2,0,2
"112",47,12,0,1,0,18871.658203125,18366.919921875,19785.28125,0,2,0,2
"113",47,12,0,1,0,16218.810546875,11583.38671875,20578.8203125,0,2,0,2
"114",47,12,0,1,0,25862.322265625,20522.466796875,24505.140625,0,2,0,2
"115",46,10,1,1,1,17741.16015625,17136.966796875,21438.857421875,0,2,0,1
"116",43,12,0,1,0,25862.322265625,0,25564.669921875,0,2,0,2
"117",43,12,0,1,0,18334.818359375,18692.7578125,20100.037109375,0,2,0,2
"118",43,12,0,1,0,16303.05859375,14752.2578125,11965.15234375,0,2,0,2
"119",50,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"120",50,18,0,1,0,23611.125,23376.2421875,23315.5703125,0,2,0,4
"121",47,6,0,1,1,0,0,0,0,2,0,1
"122",53,16,0,1,0,3869.55200195312,9345.4833984375,15294.4697265625,0,2,0,4
"123",50,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"124",50,16,0,1,0,0,0,0,0,2,0,4
"125",53,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"126",18,12,0,0,0,0,3485.75805664062,5980.359375,0,2,0,2
"127",18,12,0,0,0,0,0,15024.0458984375,0,2,0,2
"128",53,14,0,1,0,20985.70703125,20289.7265625,20692.60546875,0,2,0,3
"129",53,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"130",50,11,0,1,1,21367.763671875,20950.35546875,23577.126953125,0,2,0,1
"131",53,12,0,1,0,25738.888671875,24742.2578125,25564.669921875,0,2,0,2
"132",53,12,0,1,0,9761.0673828125,13393.4033203125,2936.24267578125,0,2,0,2
"133",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"134",53,12,0,1,0,18544.4609375,11631.7255859375,0,0,2,0,2
"135",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"136",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"137",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"138",48,13,0,0,0,256.663940429688,0,6562.58349609375,0,2,0,3
"139",50,12,0,1,0,2901.67407226562,1962.19360351562,118.218124389648,0,2,0,2
"140",50,12,0,1,0,15221.5439453125,15776.322265625,15829.4072265625,0,2,0,2
"141",50,12,0,1,0,21162.041015625,21485.662109375,21698.9375,0,2,0,2
"142",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"143",50,12,0,1,0,25862.322265625,24090.580078125,0,0,2,0,2
"144",50,12,0,1,0,16540.130859375,13019.2255859375,13869.94140625,0,2,0,2
"145",50,12,0,1,0,22098.5703125,22830.193359375,16407.197265625,0,2,0,2
"146",53,9,0,1,1,20838.76171875,20989.7421875,21192.076171875,0,2,0,1
"147",54,12,0,0,0,0,0,0,0,2,0,2
"148",42,18,0,1,0,25439.12109375,23275.984375,25564.669921875,0,2,0,4
"149",42,16,0,1,0,25862.322265625,24321.533203125,195.059906005859,0,2,0,4
"150",46,17,0,1,0,25862.322265625,25243.548828125,11245.4990234375,0,2,0,4
"151",46,16,0,1,0,0,0,0,0,2,0,4
"152",42,10,0,1,1,25862.322265625,25243.548828125,14155.142578125,0,2,0,1
"153",46,15,0,1,0,10125.4912109375,11572.6455078125,7131.50830078125,0,2,0,3
"154",46,14,0,1,0,25862.322265625,13445.322265625,0,0,2,0,3
"155",46,14,0,1,0,19384.986328125,16680.435546875,19089.271484375,0,2,0,3
"156",42,8,0,1,1,20766.26953125,21845.515625,24078.076171875,0,2,0,1
"157",46,12,0,1,0,16475.474609375,16497.822265625,19294.67578125,0,2,0,2
"158",55,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"159",55,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"160",46,6,0,1,1,21164,17885.322265625,25564.669921875,0,2,0,1
"161",55,15,0,1,0,22319.966796875,25243.548828125,25564.669921875,0,2,0,3
"162",55,15,0,1,0,24608.390625,25243.548828125,25564.669921875,0,2,0,3
"163",55,14,0,1,0,0,0,0,0,2,0,3
"164",55,14,0,1,0,24200.86328125,25243.548828125,0,0,2,0,3
"165",55,14,0,1,0,17137.70703125,0,25564.669921875,0,2,0,3
"166",55,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"167",55,13,0,1,0,0,0,0,0,2,0,3
"168",55,12,0,1,0,16859.490234375,20889.484375,15307.76953125,0,2,0,2
"169",55,12,0,1,0,11814.37890625,0,0,0,2,0,2
"170",55,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"171",55,12,0,1,0,17743.12109375,14498.0322265625,11609.01953125,0,2,0,2
"172",55,12,0,1,0,25862.322265625,25243.548828125,564.491577148438,0,2,0,2
"173",55,12,0,1,0,5509.4580078125,16716.2421875,11867.6220703125,0,2,0,2
"174",55,12,0,1,0,15752.5048828125,18798.38671875,13179.84375,0,2,0,2
"175",55,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"176",55,12,0,1,0,12472.6923828125,11511.7744140625,11572.0771484375,0,2,0,2
"177",55,12,0,1,0,14333.99609375,15692.177734375,15613.6591796875,0,2,0,2
"178",55,12,0,1,0,9796.333984375,12800.806640625,14777.265625,0,2,0,2
"179",55,12,0,1,0,25409.73046875,22565.2265625,25320.845703125,0,2,0,2
"180",55,12,0,1,0,0,0,0,0,2,0,2
"181",55,10,0,1,1,0,0,0,0,2,0,1
"182",52,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"183",55,9,0,1,1,15252.8916015625,25243.548828125,25564.669921875,0,2,0,1
"184",49,15,0,1,0,25862.322265625,5370.9677734375,0,0,2,0,3
"185",24,13,0,0,0,15664.337890625,12073.935546875,14904.3505859375,0,2,0,3
"186",52,16,0,1,0,5478.10986328125,22507.935546875,23877.10546875,0,2,0,4
"187",26,12,0,0,0,1201.03051757812,0,21659.0390625,0,2,0,2
"188",41,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"189",35,12,0,1,0,24582.919921875,23788.015625,24726.798828125,0,2,0,2
"190",49,12,0,1,0,12094.5537109375,4296.7744140625,1861.93542480469,0,2,0,2
"191",49,12,0,1,0,25862.322265625,20400.7265625,18444.982421875,0,2,0,2
"192",49,12,0,1,0,20944.5625,19290.7265625,20001.029296875,0,2,0,2
"193",49,12,0,1,0,16018.9658203125,22262.662109375,16153.029296875,0,2,0,2
"194",52,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"195",41,13,0,1,0,19030.359375,18300.677734375,19537.0234375,0,2,0,3
"196",49,9,0,1,1,21064.078125,25243.548828125,25564.669921875,0,2,0,1
"197",55,4,0,1,1,24377.197265625,20026.548828125,20398.537109375,0,2,0,1
"198",41,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"199",52,12,0,1,0,25862.322265625,25243.548828125,19039.029296875,0,2,0,2
"200",52,12,0,1,0,4633.666015625,12668.322265625,21520.1328125,0,2,0,2
"201",52,12,0,1,0,21067.99609375,22785.435546875,23745.587890625,0,2,0,2
"202",52,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"203",52,12,0,1,0,25862.322265625,24650.951171875,24883.4375,0,2,0,2
"204",52,12,0,1,0,25862.322265625,16970.466796875,25564.669921875,0,2,0,2
"205",52,12,0,1,0,23973.587890625,21548.322265625,17748.974609375,0,2,0,2
"206",52,10,0,1,1,13873.568359375,12489.2900390625,13785.7109375,1,2,0,1
"207",45,11,0,1,1,852.281066894531,0,0,0,2,0,1
"208",45,12,0,1,0,21324.66015625,23370.87109375,18196.724609375,0,2,0,2
"209",45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"210",45,12,0,1,0,0,4407.7744140625,12303.5517578125,0,2,0,2
"211",45,12,0,1,0,25862.322265625,23548.11328125,24738.62109375,0,2,0,2
"212",45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"213",52,7,0,1,1,25862.322265625,14514.1455078125,25564.669921875,1,2,0,1
"214",40,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"215",40,12,0,1,0,24016.693359375,18404.515625,17586.423828125,0,2,0,2
"216",40,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"217",40,12,0,1,0,13634.5380859375,15298.306640625,20627.5859375,0,2,0,2
"218",40,12,0,1,0,25862.322265625,25243.548828125,23653.96875,0,2,0,2
"219",48,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"220",48,18,0,1,0,0,0,0,0,2,0,4
"221",48,17,0,1,0,0,0,0,0,2,0,4
"222",54,17,0,1,0,10458.56640625,11483.12890625,14292.5712890625,0,2,0,4
"223",54,16,0,1,0,13483.673828125,3732.82250976562,13636.4609375,0,2,0,4
"224",54,15,0,1,0,4406.39111328125,6412.935546875,67.9754257202148,0,2,0,3
"225",54,15,0,1,0,19776.83984375,21100.7421875,22446.666015625,0,2,0,3
"226",48,13,0,1,0,0,0,0,0,2,0,3
"227",48,13,0,1,0,25862.322265625,20714.033203125,25564.669921875,0,2,0,3
"228",44,18,0,1,0,20674.18359375,21127.59765625,20822.64453125,0,2,0,4
"229",51,18,0,1,0,25862.322265625,25243.548828125,0,0,2,0,4
"230",54,14,0,1,0,19202.7734375,19437.533203125,20215.298828125,0,2,0,3
"231",48,12,0,1,0,23146.77734375,5297.564453125,25564.669921875,0,2,0,2
"232",54,14,0,1,0,25862.322265625,24362.708984375,25564.669921875,0,2,0,3
"233",48,12,0,1,0,25862.322265625,12084.677734375,25564.669921875,0,2,0,2
"234",48,12,0,1,0,0,0,0,0,2,0,2
"235",48,12,0,1,0,25862.322265625,25243.548828125,24273.13671875,0,2,0,2
"236",48,12,0,1,0,0,0,0,0,2,0,2
"237",48,12,0,1,0,25591.943359375,25243.548828125,25564.669921875,0,2,0,2
"238",54,13,0,1,0,0,0,0,0,2,0,3
"239",54,13,0,1,0,22611.8984375,19672.064453125,21264.486328125,0,2,0,3
"240",44,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"241",44,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"242",51,16,0,1,0,25862.322265625,24860.419921875,24574.59375,0,2,0,4
"243",51,16,0,1,0,3607.01025390625,25243.548828125,0,0,2,0,4
"244",54,12,0,1,0,25862.322265625,1229.95166015625,25564.669921875,0,2,0,2
"245",54,12,0,1,0,19982.5625,19960.306640625,17206.6484375,0,2,0,2
"246",54,12,0,1,0,21058.19921875,21303.048828125,22508.73046875,0,2,0,2
"247",54,12,0,1,0,0,0,0,0,2,0,2
"248",54,12,0,1,0,15196.0732421875,14188.306640625,1052.14135742188,0,2,0,2
"249",54,12,0,1,0,0,0,0,0,2,0,2
"250",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"251",54,12,0,1,0,22415.970703125,21118.64453125,23322.958984375,0,2,0,2
"252",54,12,0,1,0,14531.8818359375,13259.12890625,25564.669921875,0,2,0,2
"253",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"254",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"255",54,12,0,1,0,5166.58642578125,1963.98388671875,4473.078125,0,2,0,2
"256",54,12,0,1,0,15127.4990234375,12247.5966796875,13698.525390625,0,2,0,2
"257",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"258",54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"259",54,12,0,1,0,20374.416015625,20499.193359375,10261.3330078125,0,2,0,2
"260",48,8,0,1,1,5470.27294921875,2588.80639648438,8703.8095703125,0,2,0,1
"261",51,15,0,1,0,5593.70654296875,12396.193359375,2523.95703125,0,2,0,3
"262",51,15,0,1,0,25862.322265625,16453.064453125,14605.849609375,0,2,0,3
"263",44,14,0,1,0,16908.47265625,1315.88708496094,24276.091796875,0,2,0,3
"264",51,14,0,1,0,0,0,0,0,2,0,3
"265",54,8,0,1,1,22878.359375,20137.548828125,17918.912109375,0,2,0,1
"266",54,8,0,1,1,25276.501953125,22241.177734375,25564.669921875,0,2,0,1
"267",44,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"268",48,6,0,1,1,23773.744140625,5650.25830078125,0,0,2,0,1
"269",51,13,0,1,0,14569.1083984375,20171.564453125,21664.94921875,0,2,0,3
"270",44,12,0,1,0,22029.99609375,14598.2900390625,25564.669921875,0,2,0,2
"271",44,12,0,1,0,8270.0654296875,8359.0166015625,12610.9189453125,0,2,0,2
"272",44,12,0,1,0,21465.7265625,17532.62890625,25564.669921875,0,2,0,2
"273",44,12,0,1,0,18916.720703125,16182.7255859375,21121.146484375,0,2,0,2
"274",44,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"275",51,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"276",51,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"277",51,12,0,1,0,20376.375,22110.484375,23495.8515625,0,2,0,2
"278",51,12,0,1,0,11755.6005859375,10741.935546875,8866.359375,0,2,0,2
"279",51,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"280",51,12,0,1,0,10648.615234375,4434.62890625,0,0,2,0,2
"281",51,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"282",39,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"283",39,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"284",54,6,0,1,1,14451.5517578125,14915.177734375,16450.052734375,1,2,0,1
"285",51,1,0,1,1,20309.759765625,13584.9677734375,0,0,2,0,1
"286",47,18,0,1,0,17999.783203125,23184.677734375,25564.669921875,0,2,0,4
"287",47,16,0,1,0,25260.826171875,25243.548828125,4422.83544921875,0,2,0,4
"288",47,14,0,1,0,0,0,0,0,2,0,3
"289",38,12,0,1,0,25744.765625,19570.015625,16631.8125,0,2,0,2
"290",38,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"291",43,14,0,1,0,21996.6875,23066.515625,594.046081542969,0,2,0,3
"292",47,13,0,1,0,3309.20166015625,762.677429199219,1915.13366699219,0,2,0,3
"293",47,12,0,1,0,25862.322265625,23979.580078125,25564.669921875,0,2,0,2
"294",47,12,0,1,0,9860.990234375,13128.435546875,6598.04931640625,0,2,0,2
"295",47,12,0,1,0,23370.134765625,3827.70971679688,23225.427734375,0,2,0,2
"296",47,12,0,1,0,25862.322265625,25243.548828125,20609.8515625,0,2,0,2
"297",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"298",47,12,0,1,0,3136.7861328125,2866.30639648438,4945.95068359375,0,2,0,2
"299",47,12,0,1,0,10897.4423828125,20316.580078125,19395.162109375,0,2,0,2
"300",47,12,0,1,0,14392.7744140625,9538.8388671875,664.976928710938,0,2,0,2
"301",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"302",47,12,0,1,0,15356.7333984375,5934.91943359375,11051.9169921875,0,2,0,2
"303",43,12,0,1,0,0,18212.951171875,12893.1640625,0,2,0,2
"304",43,12,0,1,0,0,0,0,0,2,0,2
"305",43,12,0,1,0,25862.322265625,23243.7578125,25564.669921875,0,2,0,2
"306",43,12,0,1,0,0,0,0,0,2,0,2
"307",43,12,0,1,0,24747.498046875,22597.451171875,12305.029296875,0,2,0,2
"308",43,12,0,1,0,19334.044921875,17996.322265625,19664.107421875,0,2,0,2
"309",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"310",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"311",43,12,0,1,0,25862.322265625,25243.548828125,13119.2568359375,0,2,0,2
"312",43,12,0,1,0,12968.38671875,16773.533203125,21944.240234375,0,2,0,2
"313",43,12,0,1,0,21395.193359375,19550.322265625,21211.287109375,0,2,0,2
"314",43,12,0,1,0,23961.83203125,22735.306640625,20298.052734375,0,2,0,2
"315",43,9,0,1,1,23091.91796875,21363.919921875,25508.515625,0,2,0,1
"316",50,18,0,1,0,23203.59765625,25243.548828125,25564.669921875,0,2,0,4
"317",50,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"318",50,18,0,1,0,25836.8515625,25243.548828125,25564.669921875,0,2,0,4
"319",50,18,0,1,0,25862.322265625,25243.548828125,7573.3486328125,0,2,0,4
"320",43,8,0,1,1,14784.626953125,14250.9677734375,7815.69580078125,0,2,0,1
"321",43,8,0,1,1,23089.958984375,21548.322265625,20738.4140625,0,2,0,1
"322",43,8,0,1,1,22966.525390625,22640.419921875,21846.708984375,0,2,0,1
"323",53,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"324",50,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"325",18,11,0,0,1,460.427703857422,179.032257080078,25564.669921875,0,2,0,1
"326",47,12,0,1,0,0,0,0,1,2,0,2
"327",18,12,0,0,0,0,1416.14514160156,11273.576171875,0,2,0,2
"328",50,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"329",50,13,0,1,0,0,4305.7255859375,16651.0234375,0,2,0,3
"330",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"331",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"332",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"333",53,12,0,1,0,0,0,0,0,2,0,2
"334",53,12,0,1,0,19927.703125,18323.951171875,13943.828125,0,2,0,2
"335",53,12,0,1,0,1782.93273925781,1765.25805664062,0,0,2,0,2
"336",53,12,0,1,0,25862.322265625,21005.85546875,19050.8515625,0,2,0,2
"337",53,12,0,1,0,21140.48828125,21063.14453125,22032.90234375,0,2,0,2
"338",53,12,0,1,0,2917.34838867188,1801.06457519531,1338.8203125,0,2,0,2
"339",53,12,0,1,0,25787.869140625,25243.548828125,25564.669921875,0,2,0,2
"340",53,12,0,1,0,16322.6513671875,21986.951171875,18564.6796875,0,2,0,2
"341",53,12,0,1,0,20533.115234375,18263.080078125,18072.595703125,0,2,0,2
"342",53,10,0,1,1,17219.99609375,15269.6611328125,0,0,2,0,1
"343",53,10,0,1,1,9392.724609375,10473.38671875,8128.97412109375,0,2,0,1
"344",50,12,0,1,0,0,0,0,0,2,0,2
"345",50,12,0,1,0,0,0,0,0,2,0,2
